rank,boxer,score
862,Jorge Ahumada,0.0001
863,Clinton Woods,0.0001
864,Daniel Judah,0.0001
865,Larry D Rice,0.0001
866,Gerald Noble,0.0001
867,Jose Miguel Agrelot,0.0001
868,Miguel Marriaga,0.0001
869,Javier Mercado,0.0001
870,Lateef Kayode,0.0001
871,Shohei Omori,0.0001
872,Eugenio Espinoza,0.0001
873,Jaguar Kakizawa,0.0001
874,Yoshiaki Numata,0.0001
875,Ricky Meyers,0.0001
876,Brian Nielsen,0.0001
877,Terry Mims,0.0001
878,Jose Ribalta,0.0001
879,Ladislao Mijangos,0.0001
880,Angelo Musone,0.0001
881,Nattapong Jankaew,0.0001
882,Thitisak Hoitong,0.0001
883,Walberto Ramos,0.0001
884,Troy Rowland,0.0001
885,Hector Camacho Jr,0.0001
886,Seiya Tsutsumi,0.0001
887,Dana Rosenblatt,0.0001
888,Freddie Pendleton,0.0001
889,Kendrick Ball Jr,0.0001
890,Bruce Wells,0.0001
891,Michael Dokes,0.0001
892,Ron Drinkwater,0.0001
893,Matt Ross,0.0001
894,Frank Kingston Smith,0.0001
895,Walter Haines,0.0001
896,Peter Fuller,0.0001
897,Jerry Huston Jr,0.0001
898,Scott Walker,0.0001
899,Andres Gutierrez,0.0001
900,Enzo Maccarinelli,0.0001
901,Willie Williams,0.0001
902,Marcos Reyes,0.0001
903,Isao Ichihara,0.0001
904,Dan Kosmicki,0.0001
905,Roger Mayweather,0.0001
906,Rodney Moore,0.0001
907,Tavoris Cloud,0.0001
908,Randall Cobb,0.0001
909,Tony Morrison,0.0001
910,Roman Almaguer,0.0001
911,Jakrawut Majungoen,0.0001
912,Yodmongkol Vor Saengthep,0.0001
913,Igor Vysotsky,0.0001
914,Evgeny Gorstkov,0.0001
915,Pyotr Zayev,0.0001
916,Burt Young,0.0001
917,Marvin Gaye,0.0001
918,Richard Pryor,0.0001
919,Sammy Davis Jr,0.0001
920,Rafael Vazquez,0.0001
921,Juan Dominguez,0.0001
922,Jorge Lara,0.0001
923,Rex Tso,0.0001
924,Julio Ceja,0.0001
925,Vyron Phillips,0.0001
926,Hiruyuki Murakami,0.0001
927,Louis Veader,0.0001
928,Elwin Soto,0.0001
929,Danny Sanchez,0.0001
930,Angel Fierro,0.0001
931,Mario Barrios,0.0001
932,Karl Mildenberger,0.0001
933,Lyle Alzado,0.0001
934,Thomas F X Smith,0.0001
935,Brendan Byrne,0.0001
936,Georg Butzbach,0.0001
937,John L Gardner,0.0001
938,Luke Capuano,0.0001
939,Toka Kahn Clary,0.0001
940,Ryan Kielczewski,0.0001
941,Pablo Carrillo,0.0001
942,Steve Cunningham,0.0001
943,Søren Søndergaard,0.0001
944,Francisco Cuesta,0.0001
945,George Groves,0.0001
946,Sergio Torres,0.0001
947,Kaur Singh,0.0001
948,Jake Paul,0.0001
949,Scott Sigmon,0.0001
950,Namphol Sithsaithong,0.0001
951,Rafael Ruelas,0.0001
952,Robert Guerrero,0.0001
953,Norbelto Jimenez,0.0001
954,Michael Arango,0.0001
955,Jesus Martinez,0.0001
956,Daniel Jacobs,0.0001
957,Wilfredo Rivera,0.0001
958,Erik Skoglund,0.0001
959,Ilunga Makabu,0.0001
960,Kevin Porter,0.0001
961,Antonio Inoki,0.0001
962,Oscar Martinez,0.0001
963,Reiner Hartner,0.0001
964,Jim Ashard,0.0001
965,Avni Yıldırım,0.0001
966,James Wilder,0.0001
967,Darryl Tyson,0.0001
968,Anderson Silva,0.0001
969,Frank Houghtaling,0.0001
970,Ron McCarthy,0.0001
971,John Carlo,0.0001
972,Shane Sutcliffe,0.0001
973,Sakaria Lukas,0.0001
974,Kenny Cano,0.0001
975,Fred Houpe,0.0001
976,Anthony Pettis,0.0001
977,Alexis Diaz,0.0001
978,Uriah Hall,0.0001
979,Odilon Rivera Meza,0.0001
980,Jesus Soto Gonzalez,0.0001
981,Miguel Robinson Salmeron,0.0001
982,Dario Medina Talavera,0.0001
983,Zeus Valenzuela,0.0001
984,Carlos Bacasegua Luzania,0.0001
985,Jose Luis Leal,0.0001
986,Luis Romero,0.0001
987,Kire Lucas,0.0001
988,Luis de la Rosa,0.0001
989,Josber Perez,0.0001
990,Jeffrey Resto,0.0001
991,Wayne Martell,0.0001
992,Juan Carlos Rodriguez,0.0001
993,Kevin Womack Jr,0.0001
994,Justino Rivera Meza,0.0001
995,Jorge Babuca Watanabe,0.0001
996,Dumont Welliver,0.0001
997,Armando Robles,0.0001
998,Juan Rodriguez Jr,0.0001
999,Flavio Rodriguez,0.0001
1000,Evincii Dixon,0.0001
1001,Dave Semenko,0.0001
1002,Roque Agustin Junco,0.0001
1003,Mikuru Asakura,0.0001
1004,Don Moore,0.0001
1005,Douglas Rosales,0.0001
1006,Vicente Guzman,0.0001
1007,Gustavo Lopez,0.0001
1008,Aaron Chalmers,0.0
1009,Samuel Garcia,0.0
1010,Quinton Randall,0.0
1011,Jesus Antonio Perez Campos,0.0
1012,Rodrigo Damian Coria,0.0
1013,Brandon Adams,0.0
1014,Lionel Jimenez,0.0
1015,Rony Oscar Alvarado,0.0
1016,James Harrison,0.0
1017,Taif Harris,0.0
1018,Giovani Santillan,0.0
1019,Martin Angel Martinez,0.0
1020,John David Charles,0.0
1021,John Nater,0.0
1022,Maximilliano Becerra,0.0
1023,Robbie Cannon,0.0
1024,Carlos Ramirez,0.0
1025,Jin Sasaki,0.0
1026,Derrieck Cuevas,0.0
1027,Jonathan Chicas,0.0
1028,Markus Morris,0.0
1029,Johnny Rodriguez,0.0
1030,Manuel Damairias Lopez,0.0
1031,Luis Solis,0.0
1032,Mike Reed,0.0
1033,Mike Alvarado,0.0
1034,William Silva,0.0
1035,Ricky Sismundo,0.0
1036,John Gotti III,0.0
1037,Tony Luis,0.0
1038,Janelson Figueroa Bocachica,0.0
1039,Danielito Zorrilla,0.0
1040,Nelson Lopez,0.0
1041,Humberto Rodriguez,0.0
1042,Justin Steave,0.0
1043,Casey Phelps,0.0
1044,Xolisani Ndongeni,0.0
1045,Sean McComb,0.0
1046,Chino Duran,0.0
1047,Jordan Parsons,0.0
1048,John De Jesus,0.0
1049,Anderson Hutchinson,0.0
1050,Adi Alic,0.0
1051,Jason Soares,0.0
1052,Felipe Vargas,0.0
1053,Leandro Magalhaes,0.0
1054,TJ Brown,0.0
1055,Dylan Cala,0.0
1056,Kai Kamaka III,0.0
1057,Jared Gordon,0.0
1058,Ricardo Ramos,0.0
1059,Patrick Goossen,0.0
1060,David Radford,0.0
1061,Mike Culbert,0.0
1062,Ariel Cruz,0.0
1063,Ray Domenge,0.0
1064,Wilbur Garst,0.0
1065,Roni Martinez,0.0
1066,Heath Todd,0.0
1067,Terry Thomas,0.0
1068,Carlos Montero,0.0
1069,Tony Menefee,0.0
1070,Sean Fitzgerald,0.0
1071,Jacques LeBlanc,0.0
1072,Ken Hulsey,0.0
1073,Tony Biglen,0.0
1074,Jeff Lanas,0.0
1075,Paul Thorn,0.0
1076,Ricky Stackhouse,0.0
1077,Juan Carlos Gimenez,0.0
1078,Victor Claudio,0.0
1079,Jorge Suero,0.0
1080,Manuel Zambrano,0.0
1081,Jose Cuevas,0.0
1082,Jimmy Batten,0.0
1083,Luigi Minchillo,0.0
1084,Nino Gonzalez,0.0
1085,Wellington Wheatley,0.0
1086,Joseph Nsubuga,0.0
1087,Zeferino Gonzalez,0.0
1088,Carlos Palomino,0.0
1089,Jimmy Heair,0.0
1090,Monroe Brooks,0.0
1091,Ezequiel Obando,0.0
1092,Adolfo Viruet,0.0
1093,Edwin Viruet,0.0
1094,Bernardo Diaz,0.0
1095,Javier Muniz,0.0
1096,Alvaro Rojas,0.0
1097,Emiliano Villa,0.0
1098,Lou Bizzarro,0.0
1099,Saoul Mamby,0.0
1100,Leoncio Ortiz,0.0
1101,Alirio Acuna,0.0
1102,Pepe El Toro,0.0
1103,Jose Peterson,0.0
1104,Ray Lampkin,0.0
1105,Andres Salgado,0.0
1106,Masataka Takayama,0.0
1107,Adalberto Vanegas,0.0
1108,Jose Vasquez,0.0
1109,Hector Matta,0.0
1110,Flash Gallego,0.0
1111,Armando Mendoza,0.0
1112,Leonard Tavarez,0.0
1113,Tony Garcia,0.0
1114,Guts Ishimatsu,0.0
1115,Doc McClendon,0.0
1116,Hector Thompson,0.0
1117,Gerardo Ferrat,0.0
1118,Javier Ayala,0.0
1119,Juan Medina,0.0
1120,Jimmy Robertson,0.0
1121,Lupe Ramirez,0.0
1122,Greg Potter,0.0
1123,Francisco Munoz,0.0
1124,Angel Robinson Garcia,0.0
1125,Hiroshi Kobayashi,0.0
1126,Benny Huertas,0.0
1127,Fermin Soto,0.0
1128,Lloyd Marshall,0.0
1129,Jose Acosta,0.0
1130,Jose Angel Herrera,0.0
1131,Ignacio Castaneda,0.0
1132,Marvin Castaneda,0.0
1133,Clemente Mucino,0.0
1134,Felipe Torres,0.0
1135,Luis Patino,0.0
1136,Serafin Garcia,0.0
1137,Adolfo Osses,0.0
1138,Jacinto Garcia,0.0
1139,Eduardo Frutos,0.0
1140,Alberto Brand,0.0
1141,Carlos Howard,0.0
1142,Juan Gondola,0.0
1143,Cesar De Leon,0.0
1144,Leroy Carghill,0.0
1145,Enrique Jacobo,0.0
1146,Eduardo Morales,0.0
1147,Manuel Jimenez,0.0
1148,Carlos Mendoza,0.0
1149,Alfredo Evangelista,0.0
1150,Richard Dunn,0.0
1151,Jean-Pierre Coopman,0.0
1152,Ron Lyle,0.0
1153,Chuck Wepner,0.0
1154,Rudie Lubbers,0.0
1155,Floyd Patterson,0.0
1156,Alvin Lewis,0.0
1157,Jerry Quarry,0.0
1158,George Chuvalo,0.0
1159,Mac Foster,0.0
1160,Jurgen Blin,0.0
1161,Buster Mathis,0.0
1162,Oscar Bonavena,0.0
1163,Cleveland Williams,0.0
1164,Brian London,0.0
1165,Henry Cooper,0.0
1166,Charlie Powell,0.0
1167,Archie Moore,0.0
1168,Alejandro Lavorante,0.0
1169,Billy Daniels,0.0
1170,George Logan,0.0
1171,Don Warner,0.0
1172,Sonny Banks,0.0
1173,Willi Besmanoff,0.0
1174,Alex Miteff,0.0
1175,Duke Sabedong,0.0
1176,LaMar Clark,0.0
1177,Donnie Fleeman,0.0
1178,Jim Robinson,0.0
1179,Tony Esperti,0.0
1180,Herb Siler,0.0
1181,Tunney Hunsaker,0.0
1182,Buddy Wolff,0.0
1183,Kenny Jay,0.0
1184,Conor McGregor,0.0
1185,Carlos Baldomir,0.0
1186,Arturo Gatti,0.0
1187,DeMarcus Corley,0.0
1188,Carlos Hernandez,0.0
1189,Diego Corrales,0.0
1190,Emanuel Augustus,0.0
1191,Carlos Gerena,0.0
1192,Carlos Rios,0.0
1193,Angel Manfredy,0.0
1194,Angelo Nunez,0.0
1195,Felipe Garcia,0.0
1196,Bobby Giepert,0.0
1197,Edgar Ayala,0.0
1198,Deji Olatunji,0.0
1199,Logan Paul,0.0
1200,Rodrigo Valdez,0.0
1201,Gratien Tonna,0.0
1202,Roy Dale,0.0
1203,Tom Bogs,0.0
1204,Fraser Scott,0.0
1205,Roy Lee,0.0
1206,Domingo Guerrero,0.0
1207,Charley Austin,0.0
1208,Santiago Rosa,0.0
1209,Eddie Pace,0.0
1210,Adolfo Jorge Cardozo,0.0
1211,Carlos Estrada,0.0
1212,Harold Richardson,0.0
1213,Mario Taborda,0.0
1214,Ruben Orrico,0.0
1215,Johnny Brooks,0.0
1216,Doug Huntley,0.0
1217,Benito Sanchez,0.0
1218,Tito Marshall,0.0
1219,Ramon D Rocha,0.0
1220,Angel Alberto Coria,0.0
1221,Osvaldo Marino,0.0
1222,Eudoro Robledo,0.0
1223,Marcelo Farias,0.0
1224,Luis Antonio Pereyra,0.0
1225,Ismael Hamze,0.0
1226,Norberto Juncos,0.0
1227,Gregorio Gomez,0.0
1228,Alberto Retondo,0.0
1229,Anibal Cordoba,0.0
1230,Francisco Gilabert,0.0
1231,Francisco Olea,0.0
1232,Americo Vacca,0.0
1233,Juan Carlos Diaz,0.0
1234,Walter Villa,0.0
1235,Roberto Eduardo Carabajal,0.0
1236,Rene Sosa,0.0
1237,Lisandro Guzman,0.0
1238,Andres Cejas,0.0
1239,Jose N Rodriguez,0.0
1240,Raul Elio Rivas,0.0
1241,Mario Suarez,0.0
1242,Ramon Montenegro,0.0
1243,Donny Lalonde,0.0
1244,Kevin Howard,0.0
1245,Bruce Finch,0.0
1246,Ayub Kalule,0.0
1247,Larry Bonds,0.0
1248,Dave Boy Green,0.0
1249,Andy Price,0.0
1250,Pete Ranzany,0.0
1251,Tony Chiaverini,0.0
1252,Marcos Geraldo,0.0
1253,Daniel Aldo Gonzalez,0.0
1254,Johnny Gant,0.0
1255,Armando Muniz,0.0
1256,Bernardo Prada,0.0
1257,Randy Shields,0.0
1258,Floyd Mayweather Sr,0.0
1259,Dicky Eklund,0.0
1260,Rafael Rodriguez,0.0
1261,Randy Milton,0.0
1262,Bobby Haymon,0.0
1263,Art McKnight,0.0
1264,Rocky Ramon,0.0
1265,Hector Diaz,0.0
1266,Augustin Estrada,0.0
1267,Frank Santore,0.0
1268,Vinnie DeBarros,0.0
1269,Willie Rodriguez,0.0
1270,Luis Vega,0.0
1271,Adrien Broner,0.0
1272,Jessie Vargas,0.0
1273,Brandon Rios,0.0
1274,Joshua Clottey,0.0
1275,Jorge Solis,0.0
1276,Oscar Larios,0.0
1277,Hector Velazquez,0.0
1278,Narongrit Pirang,0.0
1279,Emmanuel Lucero,0.0
1280,Serikzhan Yeshmagambetov,0.0
1281,Fahprakorb Rakkiatgym,0.0
1282,Jorge Eliecer Julio,0.0
1283,Lehlohonolo Ledwaba,0.0
1284,Foijan Prawet,0.0
1285,Tetsutora Senrima,0.0
1286,Nedal Hussein,0.0
1287,Seung-Kon Chae,0.0
1288,Arnel Barotillo,0.0
1289,Gabriel Mira,0.0
1290,Todd Makelim,0.0
1291,Chatchai Sasakul,0.0
1292,Shin Terao,0.0
1293,Narong Datchthuyawat,0.0
1294,Melvin Magramo,0.0
1295,Chokchai Chockvivat,0.0
1296,Ariel Austria,0.0
1297,Wook-Ki Lee,0.0
1298,Mike Luna,0.0
1299,Sung-Yul Lee,0.0
1300,Ippo Gala,0.0
1301,Bert Batiller,0.0
1302,John Medina,0.0
1303,Marlon Carillo,0.0
1304,Lito Torrejos,0.0
1305,Rolando Toyogon,0.0
1306,Renato Mendones,0.0
1307,Lolito Laroa,0.0
1308,Armando Rocil,0.0
1309,Acasio Simbajon,0.0
1310,Dele Desierto,0.0
1311,Rocky Palma,0.0
1312,Pinoy Montejo,0.0
1313,Edmund Enting Ignacio,0.0
1314,Diosbelys Hurtado,0.0
1315,Jake Rodriguez,0.0
1316,Gary Jacobs,0.0
1317,Julio Cesar Vasquez,0.0
1318,James McGirt,0.0
1319,Ben Baez,0.0
1320,Rafael Pineda,0.0
1321,Jerry Smith,0.0
1322,Harold Brazier,0.0
1323,Jorge Paez,0.0
1324,Poli Diaz,0.0
1325,Anthony Jones,0.0
1326,Benjie Marquez,0.0
1327,Martin Galvan,0.0
1328,Louie Lomeli,0.0
1329,Antonio Carter,0.0
1330,Davey Montana,0.0
1331,Miguel Santana,0.0
1332,Jim Flores,0.0
1333,Rafael Williams,0.0
1334,John Montes,0.0
1335,Jesus De la Cruz,0.0
1336,Teddy Hatfield,0.0
1337,John Senegal,0.0
1338,Nick Parker,0.0
1339,Mike Golden,0.0
1340,Danny Avery,0.0
1341,Farrain Comeaux,0.0
1342,Ivan Robinson,0.0
1343,Buck Smith,0.0
1344,Marty Jakubowski,0.0
1345,Verdell Smith,0.0
1346,Ken Sigurani,0.0
1347,Larry LaCoursiere,0.0
1348,Joey Gamache,0.0
1349,David Kamau,0.0
1350,Craig Houk,0.0
1351,Giovanni Parisi,0.0
1352,Tony Lopez,0.0
1353,Andy Holligan,0.0
1354,Mike Powell,0.0
1355,Terrence Alli,0.0
1356,Silvio Walter Rojas,0.0
1357,Bruce Pearson,0.0
1358,Frankie Mitchell,0.0
1359,Juan Soberanes Ramos,0.0
1360,Ignacio Perdomo,0.0
1361,Jorge Alberto Melian,0.0
1362,Lonnie Smith,0.0
1363,Tommy Small,0.0
1364,John Duplessis,0.0
1365,Kyung-Duk Ahn,0.0
1366,Jaime Balboa,0.0
1367,Russell Mosley,0.0
1368,Akwei Addo,0.0
1369,Alberto de las Mercedes Cortes,0.0
1370,Sammy Fuentes,0.0
1371,Ramon Aramburu,0.0
1372,Rodolfo Batta,0.0
1373,Kenny Vice,0.0
1374,Rafael Limon,0.0
1375,Rodolfo Aguilar,0.0
1376,Nicky Perez,0.0
1377,Danilo Cabrera,0.0
1378,Francisco Tomas Da Cruz,0.0
1379,Juan Laporte,0.0
1380,Rocky Lockridge,0.0
1381,Refugio Rojas,0.0
1382,Faustino Martires Barrios,0.0
1383,Roberto Collins Lindo,0.0
1384,Jeff Bumpus,0.0
1385,Dwight Pratchett,0.0
1386,Ruben Castillo,0.0
1387,Delfino Mendoza,0.0
1388,Ramon Avitia,0.0
1389,Armando Flores,0.0
1390,Adriano Arreola,0.0
1391,Benjamin Abarca,0.0
1392,Romero Sandoval,0.0
1393,Javier Fragoso,0.0
1394,Ernesto Herrera,0.0
1395,Othoniel Lopez,0.0
1396,Jerry Lewis,0.0
1397,Jose Resendez,0.0
1398,Santos Rodriguez,0.0
1399,Gustavo Salgado,0.0
1400,Juan Carlos Alvarado,0.0
1401,Benny Abarca,0.0
1402,Johnny Jensen,0.0
1403,Carlos Bryant,0.0
1404,Ramon Peraza,0.0
1405,Jesus Garcia,0.0
1406,Ramon Luque,0.0
1407,Manuel Vasquez,0.0
1408,Jose Angel Medina,0.0
1409,Jorge Ramirez,0.0
1410,Daniel Felizardo,0.0
1411,Jesus Cuate Lara,0.0
1412,Daniel Martinez,0.0
1413,Fidel Navarro,0.0
1414,Victor Gamez,0.0
1415,Eduardo Lalo Acosta,0.0
1416,Miguel Ruiz,0.0
1417,Julio Gaxiola,0.0
1418,Roberto Flores,0.0
1419,Andres Felix,0.0
1420,Miguel Cebrero,0.0
1421,Tito Geraldo,0.0
1422,Roberto Garcia,0.0
1423,Ramon Flores,0.0
1424,Fidencio Cebreros,0.0
1425,Christy Elliott,0.0
1426,Frank Reiche,0.0
1427,Dino Del Cid,0.0
1428,Jose Roberto Chirino,0.0
1429,Leo Saenz,0.0
1430,Renato Garcia,0.0
1431,Joe DeNucci,0.0
1432,Ernie Lopez,0.0
1433,Jacques Kechichian,0.0
1434,Danny McAloon,0.0
1435,Juan Ramos,0.0
1436,Nate Collins,0.0
1437,Danny Perez,0.0
1438,Carlos Marks,0.0
1439,Dick DiVeronica,0.0
1440,Andy Heilman,0.0
1441,Gypsy Joe Harris,0.0
1442,Remo Golfarini,0.0
1443,Harry Scott,0.0
1444,Gabe Terronez,0.0
1445,Jose Stable,0.0
1446,Dave Charnley,0.0
1447,Brian Curvis,0.0
1448,Stan Harrington,0.0
1449,Ralph Dupas,0.0
1450,Jose Monon Gonzalez,0.0
1451,Holly Mims,0.0
1452,Christian Christensen,0.0
1453,Ted Wright,0.0
1454,Johnny Torres,0.0
1455,Isaac Logart,0.0
1456,Stanford Bulla,0.0
1457,Yama Bahama,0.0
1458,Gaspar Ortega,0.0
1459,Willie Toweel,0.0
1460,Florentino Fernandez,0.0
1461,Roberto Pena,0.0
1462,Ray Lancaster,0.0
1463,Kid Fichique,0.0
1464,Willie Stevenson,0.0
1465,Mel Barker,0.0
1466,Bobby Shell,0.0
1467,Barry Allison,0.0
1468,Willie Joe Johnson,0.0
1469,Gaylord Barnes,0.0
1470,Larry Jones,0.0
1471,Sergio Rios,0.0
1472,Artie Cunningham,0.0
1473,Tommy Leaks,0.0
1474,Bruce Gibson,0.0
1475,Joe Parham,0.0
1476,Jorge Palomares,0.0
1477,Billy Costello,0.0
1478,Pat Jefferson,0.0
1479,Claude Noel,0.0
1480,Kevin Rooney,0.0
1481,Andrew Ganigan,0.0
1482,James Busceme,0.0
1483,Roberto Elizondo,0.0
1484,Ray Mancini,0.0
1485,Robert Vasquez,0.0
1486,Cornelius Boza-Edwards,0.0
1487,Rolando Navarrete,0.0
1488,Gerald Hayes,0.0
1489,Alfredo Escalera,0.0
1490,Arturo Leon,0.0
1491,Diego Alcala,0.0
1492,Rey Tam,0.0
1493,Mario Mendez,0.0
1494,Enrique Solis,0.0
1495,Jerome Artis,0.0
1496,Benjamin Ortiz,0.0
1497,Ezequiel Sanchez,0.0
1498,Alberto Herrera,0.0
1499,Godfrey Stevens,0.0
1500,Salvador Torres,0.0
1501,Modesto Concepcion,0.0
1502,Jose Torres,0.0
1503,Saul Montana,0.0
1504,Royal Kobayashi,0.0
1505,Rosalio Muro,0.0
1506,Rigoberto Riasco,0.0
1507,Oscar Aparicio,0.0
1508,Otoniel Martinez,0.0
1509,Enrique Garcia,0.0
1510,Raul Martinez Mora,0.0
1511,Jose Legra,0.0
1512,Sigfrido Rodriguez,0.0
1513,Nacho Lomeli,0.0
1514,Octavio Gomez,0.0
1515,Kid Pascualito,0.0
1516,Magallo Lozada,0.0
1517,Rafael Gonzalez,0.0
1518,Memo Ortiz,0.0
1519,Memo Barrera,0.0
1520,Jorge Benitez,0.0
1521,Vicente Worrel Jr,0.0
1522,Reynaldo Mendoza,0.0
1523,Emilio Buitrago,0.0
1524,Catalino Alvarado,0.0
1525,Marcial Loyola,0.0
1526,Kid Chapula,0.0
1527,Mauricio Buitrago,0.0
1528,Antonio Quiroz,0.0
1529,Armando Figueroa,0.0
1530,Julio Morales,0.0
1531,Jose Urbina,0.0
1532,Mario Bojorque,0.0
1533,Marcelino Beckles,0.0
1534,Burrito Martinez,0.0
1535,Israel Medina,0.0
1536,Juan Antonio Lopez,0.0
1537,Jose Antonio Jimenez,0.0
1538,Pasqualino Morbidelli,0.0
1539,Michel Lefevbre,0.0
1540,Enzo Farinelli,0.0
1541,Niliberto Herrera,0.0
1542,Frankie Crawford,0.0
1543,Djiemai Belhadri,0.0
1544,Shig Fukuyama,0.0
1545,Jose Bisbal,0.0
1546,Felix Figueroa,0.0
1547,Robert Porcel,0.0
1548,Tony Jumao-As,0.0
1549,Domenico Chiloiro,0.0
1550,Jerry Stokes,0.0
1551,Giovanni Girgenti,0.0
1552,Roberto Wong,0.0
1553,Nevio Carbi,0.0
1554,Rudy Corona,0.0
1555,Bernardo Caraballo,0.0
1556,Johnny Jamito,0.0
1557,Katsutoshi Aoki,0.0
1558,Jose Medel,0.0
1559,Herman Marques,0.0
1560,Johnny Caldwell,0.0
1561,Ramon Arias,0.0
1562,Sadao Yaoita,0.0
1563,Sugar Ray,0.0
1564,Piero Rollo,0.0
1565,Billy Peacock,0.0
1566,Eloy Sanchez,0.0
1567,Ricardo Moreno,0.0
1568,Claudio Barrientos,0.0
1569,Danny Kid,0.0
1570,Giovanni Zuddas,0.0
1571,Angel Bustos,0.0
1572,Salustiano Suarez,0.0
1573,Leo Espinosa,0.0
1574,Aniceto Pereyra,0.0
1575,Roberto Castro,0.0
1576,Jose Smecca,0.0
1577,Jose Casas,0.0
1578,Roberto Olmedo,0.0
1579,Juan Carlos Acebal,0.0
1580,German Escudero,0.0
1581,Cristobal Gabisans,0.0
1582,Avelino Romero,0.0
1583,Adolfo Ramon Pendas,0.0
1584,Luis Angel Jimenez,0.0
1585,Raul Jaime,0.0
1586,Juan Gonzalez,0.0
1587,Osvaldo Perez,0.0
1588,Raul Lopez,0.0
1589,John Mugabi,0.0
1590,Juan Roldan,0.0
1591,Wilford Scypion,0.0
1592,Tony Sibson,0.0
1593,Fulgencio Obelmejias,0.0
1594,William Lee,0.0
1595,Norberto Rufino Cabrera,0.0
1596,Jamie Thomas,0.0
1597,Bob Patterson,0.0
1598,Willie Warren,0.0
1599,Kevin Finnegan,0.0
1600,Doug Demmings,0.0
1601,Mike Colbert,0.0
1602,Jim Henry,0.0
1603,Ray Phillips,0.0
1604,Roy Jones Sr,0.0
1605,Reggie Ford,0.0
1606,George Davis,0.0
1607,Eugene Hart,0.0
1608,DC Walker,0.0
1609,Bob Smith,0.0
1610,Matt Donovan,0.0
1611,Johnny Baldwin,0.0
1612,Lamont Lovelady,0.0
1613,Jesse Bender,0.0
1614,Jimmy Owens,0.0
1615,Joey Blair,0.0
1616,Dornell Wigfall,0.0
1617,George Green,0.0
1618,Morris Jordan,0.0
1619,Peachy Davis,0.0
1620,Bobby Williams,0.0
1621,Curtis Phillips,0.0
1622,James Redford,0.0
1623,Tracy Morrison,0.0
1624,Bob Harrington,0.0
1625,Manny Freitas,0.0
1626,Cocoa Kid,0.0
1627,Cove Green,0.0
1628,Muhammed Smith,0.0
1629,Sonny Williams,0.0
1630,Terry Ryan,0.0
1631,Bobby Gunn,0.0
1632,Eric Watkins,0.0
1633,Paul Vasquez,0.0
1634,Hany Atiyo,0.0
1635,Courtney Fry,0.0
1636,Paweł Głazewski,0.0
1637,Max Alexander,0.0
1638,Jeff Lacy,0.0
1639,Anthony Hanshaw,0.0
1640,Prince Badi Ajamu,0.0
1641,Glen Kelly,0.0
1642,Richard Hall,0.0
1643,David Telesco,0.0
1644,Reggie Johnson,0.0
1645,Richard Frazier,0.0
1646,Otis Grant,0.0
1647,Lou Del Valle,0.0
1648,Bryant Brannon,0.0
1649,Eric Lucas,0.0
1650,Antoine Byrd,0.0
1651,Fermin Chirino,0.0
1652,Glenn Wolfe,0.0
1653,Percy Harris,0.0
1654,Glenn Thomas,0.0
1655,Art Serwano,0.0
1656,Lester Yarbrough,0.0
1657,Kevin Daigle,0.0
1658,Eddie Evans,0.0
1659,Reggie Miller,0.0
1660,Rollin Williams,0.0
1661,Ron Johnson,0.0
1662,Knox Brown,0.0
1663,Billy Mitchem,0.0
1664,Joe Edens,0.0
1665,David McCluskey,0.0
1666,Ron Amundsen,0.0
1667,Ricky Randall,0.0
1668,Francois Botha,0.0
1669,Lou Savarese,0.0
1670,Vinny Maddalone,0.0
1671,Fres Oquendo,0.0
1672,Jeremy Bates,0.0
1673,Vaughn Bean,0.0
1674,Bobby Czyz,0.0
1675,Ray Mercer,0.0
1676,Alex Stewart,0.0
1677,Bert Cooper,0.0
1678,Seamus McDonagh,0.0
1679,Adilson Rodrigues,0.0
1680,Pinklon Thomas,0.0
1681,Ossie Ocasio,0.0
1682,Ricky Parkey,0.0
1683,Henry Tillman,0.0
1684,Mike Brothers,0.0
1685,Jesse Shelby,0.0
1686,Chisanda Mutti,0.0
1687,Anthony Davis,0.0
1688,Jeff Meachem,0.0
1689,Rick Myers,0.0
1690,Tyrone Booze,0.0
1691,Mark Rivera,0.0
1692,Fred Brown,0.0
1693,Eric Winbush,0.0
1694,Lionel Byarm,0.0
1695,Jorge Garcia,0.0
1696,Pat Cowdell,0.0
1697,Roberto Castanon,0.0
1698,Patrick Ford,0.0
1699,Richard Rozelle,0.0
1700,Felix Trinidad Sr,0.0
1701,Fel Clemente,0.0
1702,James Martinez,0.0
1703,Carlos Mimila,0.0
1704,Jose Santana,0.0
1705,Edwin Alarcon,0.0
1706,Francisco Ponce,0.0
1707,Hector Cortez,0.0
1708,Jose Sanchez,0.0
1709,Eliseo Cosme,0.0
1710,Jose Luis Soto,0.0
1711,Rosalio Badillo,0.0
1712,Antonio Leon,0.0
1713,Joel Valdez,0.0
1714,Pedro Sandoval,0.0
1715,Fidel Trejo,0.0
1716,Jose Chavez,0.0
1717,Serafin Isidro Pacheco,0.0
1718,Javier Solis,0.0
1719,Juan Granados,0.0
1720,Candido Sandoval,0.0
1721,Cesar Lopez,0.0
1722,Victor Martinez,0.0
1723,Miguel Ortiz,0.0
1724,Al Gardeno,0.0
1725,Shannon Landberg,0.0
1726,John Long,0.0
1727,Nate Miller,0.0
1728,Jay Snyder,0.0
1729,Ed Dalton,0.0
1730,Karl Willis,0.0
