rank,boxer,score
1728,Lenny LaPaglia,0.0
1729,Freddie Delgado,0.0
1730,Dan Ward,0.0
1731,Andrew Maynard,0.0
1732,Ken Atkins,0.0
1733,Kemper Morton,0.0
1734,Michael Olajide,0.0
1735,James Kinchen,0.0
1736,Dennis Andries,0.0
1737,Doug DeWitt,0.0
1738,Mark Medal,0.0
1739,James Shuler,0.0
1740,Fred Hutchings,0.0
1741,Murray Sutherland,0.0
1742,Jeff McCracken,0.0
1743,Ernie Singletary,0.0
1744,Pablo Baez,0.0
1745,Luis Primera,0.0
1746,Eddie Gazo,0.0
1747,Santiago Valdez,0.0
1748,Angel Espada,0.0
1749,Jim Richards,0.0
1750,Saensak Muangsurin,0.0
1751,Jose Figueroa,0.0
1752,Inocencio De la Rosa,0.0
1753,Bruce Curry,0.0
1754,Alfonso Hayman,0.0
1755,Segundo Murillo,0.0
1756,Sammy Ruckard,0.0
1757,Clyde Gray,0.0
1758,Rudy Barro,0.0
1759,Pedro Rojas,0.0
1760,Eddie Marcelle,0.0
1761,Raul Aguirre,0.0
1762,Jimmy Rothwell,0.0
1763,Tyrone Phelps,0.0
1764,Ray Fields,0.0
1765,Billy Goodwin,0.0
1766,Robert Adams,0.0
1767,Anthony House,0.0
1768,Willie Wren,0.0
1769,Jerry Strickland,0.0
1770,Jerome Hill,0.0
1771,Eric Esch,0.0
1772,Mike Weaver,0.0
1773,James Smith,0.0
1774,Maurice Harris,0.0
1775,Anthony Willis,0.0
1776,Quinn Navarre,0.0
1777,Curtis Sheppard,0.0
1778,Ed Donaldson,0.0
1779,Jesse Ferguson,0.0
1780,Garing Lane,0.0
1781,Paul Poirier,0.0
1782,Ken Lakusta,0.0
1783,Rocky Pepeli,0.0
1784,Everett Martin,0.0
1785,Jamie Howe,0.0
1786,Art Card,0.0
1787,Michael Greer,0.0
1788,Eddie Gonzales,0.0
1789,Carl Williams,0.0
1790,David Bey,0.0
1791,Marvis Frazier,0.0
1792,Scott Frank,0.0
1793,Tim Witherspoon,0.0
1794,Lucien Rodriguez,0.0
1795,Renaldo Snipes,0.0
1796,Leroy Jones,0.0
1797,Lorenzo Zanon,0.0
1798,Ibar Arrington,0.0
1799,Horace Robinson,0.0
1800,Tom Prater,0.0
1801,Roy Williams,0.0
1802,Fred Askew,0.0
1803,Joe Gholston,0.0
1804,Billy Joiner,0.0
1805,Leon Shaw,0.0
1806,Rodney Bobick,0.0
1807,Charlie James,0.0
1808,Obie English,0.0
1809,Ernie Smith,0.0
1810,Robert Yarborough,0.0
1811,Oliver Wright,0.0
1812,Charley Green,0.0
1813,Joe Hathaway,0.0
1814,Bob Mashburn,0.0
1815,Howard Darlington,0.0
1816,Kevin Isaac,0.0
1817,Jerry Judge,0.0
1818,Bob Bozic,0.0
1819,Don Branch,0.0
1820,Curtis Whitner,0.0
1821,Art Savage,0.0
1822,Rodell Dupree,0.0
1823,Crawford Grimsley,0.0
1824,Axel Schulz,0.0
1825,Pierre Coetzer,0.0
1826,Jimmy K Ellis,0.0
1827,Terry Anderson,0.0
1828,Mike Jameson,0.0
1829,J B Williamson,0.0
1830,Manoel De Almeida,0.0
1831,Mark Young,0.0
1832,David Jaco,0.0
1833,Tony Fulilangi,0.0
1834,Bobby Hitz,0.0
1835,Frank Lux,0.0
1836,Guido Trane,0.0
1837,Tom Trimm,0.0
1838,Bobby Crabtree,0.0
1839,Charles Hostetter,0.0
1840,Steve Zouski,0.0
1841,Pedro Agosto,0.0
1842,Jose Roman,0.0
1843,Terry Sorrell,0.0
1844,Ted Gullick,0.0
1845,Clarence Boone,0.0
1846,Joe Murphy Goodwin,0.0
1847,Luis Faustino Pires,0.0
1848,Ollie Wilson,0.0
1849,Leroy Caldwell,0.0
1850,Vic Scott,0.0
1851,Stamford Harris,0.0
1852,Mel Turnbow,0.0
1853,Boone Kirkman,0.0
1854,Lou Bailey,0.0
1855,Roger Russell,0.0
1856,George Johnson,0.0
1857,Aaron Eastling,0.0
1858,James J Woody,0.0
1859,Rufus Brassell,0.0
1860,Jack OHalloran,0.0
1861,Charley Polite,0.0
1862,Gary Hobo Wiler,0.0
1863,Levi Forte,0.0
1864,Max Martinez,0.0
1865,Leo Peterson,0.0
1866,Roberto Davila,0.0
1867,Vernon Clay,0.0
1868,Roy Wallace,0.0
1869,Johnny Carroll,0.0
1870,Sylvester Dullaire,0.0
1871,Donald Walheim,0.0
1872,Andy Kendall,0.0
1873,Frank DePaula,0.0
1874,Roger Rouse,0.0
1875,Abraham Tomica,0.0
1876,Peter Mueller,0.0
1877,Juan Carlos Rivero,0.0
1878,Henry Hank,0.0
1879,William Pickett,0.0
1880,Hank Casey,0.0
1881,Gene Armstrong,0.0
1882,Victor Zalazar,0.0
1883,Yolande Pompey,0.0
1884,Billy Ellaway,0.0
1885,Johnny Read,0.0
1886,Jean Ruellet,0.0
1887,Paddy Delargy,0.0
1888,Jean Claude Poisson,0.0
1889,Phil Edwards,0.0
1890,Marius Dori,0.0
1891,Terry Downes,0.0
1892,Wally Scott,0.0
1893,Dennis Rowley,0.0
1894,Bolaji Johnson,0.0
1895,John Ama,0.0
1896,Raheem Fagbemi,0.0
1897,Koko Kid,0.0
1898,Peter Okptra,0.0
1899,Super Human Power,0.0
1900,Mighty Joe,0.0
1901,Robert Nwanne,0.0
1902,Simon Eme,0.0
1903,Blackie Power,0.0
1904,Lion Ring,0.0
1905,Easy Dynamite,0.0
1906,Ron Stander,0.0
1907,Dave Zyglewicz,0.0
1908,Manuel Ramos,0.0
1909,Marion Connor,0.0
1910,Tony Doyle,0.0
1911,Jefferson Davis,0.0
1912,Eddie Machen,0.0
1913,Al Jones,0.0
1914,Chuck Leslie,0.0
1915,Don Smith,0.0
1916,Dick Wipperman,0.0
1917,Abe Davis,0.0
1918,Ray Staples,0.0
1919,Mike Bruce,0.0
1920,Woody Goss,0.0
1921,Karo Murat,0.0
1922,Enrique Ornelas,0.0
1923,Kelly Pavlik,0.0
1924,Morrade Hakkar,0.0
1925,Carl Daniels,0.0
1926,Keith Holmes,0.0
1927,Antwun Echols,0.0
1928,Simon Brown,0.0
1929,Andrew Council,0.0
1930,John David Jackson,0.0
1931,William Bo James,0.0
1932,Joe Lipsey,0.0
1933,Steve Frank,0.0
1934,Lupe Aquino,0.0
1935,Melvin Wynn,0.0
1936,Wendall Hall,0.0
1937,Roy Ritchie,0.0
1938,Gilbert Baptist,0.0
1939,Wayne Powell,0.0
1940,Eric Rhinehart,0.0
1941,James Stokes,0.0
1942,Anibal Miranda,0.0
1943,Randy Smith,0.0
1944,Dennis Milton,0.0
1945,Willie Kemp,0.0
1946,Ralph Moncrief,0.0
1947,Danny Mitchell,0.0
1948,Pedro Marquez,0.0
1949,Steve Langley,0.0
1950,Richard Quiles,0.0
1951,Mike Sapp,0.0
1952,Darren Oliver,0.0
1953,Khalif Shabazz,0.0
1954,Jouvin Mercado,0.0
1955,Eddie Tyler,0.0
1956,Keith Gray,0.0
1957,Greg Paige,0.0
1958,Sergio Reyes,0.0
1959,Carlos Serrano,0.0
1960,Adrian Zapanta,0.0
1961,Isaac Vega,0.0
1962,Ricky Gutierrez,0.0
1963,Pajet Lupikanet,0.0
1964,Zensuke Utagawa,0.0
1965,Francisco Durango,0.0
1966,Walter Seeley,0.0
1967,Jesus Pimentel,0.0
1968,Kazuyoshi Kanazawa,0.0
1969,Efren Torres,0.0
1970,Vicente Blanco,0.0
1971,Tsuguo Mineyama,0.0
1972,Chung Park,0.0
1973,Memo Rodriguez,0.0
1974,Jose Arranz,0.0
1975,Shuji Chiyoda,0.0
1976,Romy Guelas,0.0
1977,Alan Rudkin,0.0
1978,Shigeyoshi Oki,0.0
1979,Lionel Rose,0.0
1980,Nene Jun,0.0
1981,Takao Sakurai,0.0
1982,Frank Adame,0.0
1983,Ernie Cruz,0.0
1984,Carlos Zayas,0.0
1985,Wally Brooks,0.0
1986,Antoine Porcel,0.0
1987,Tiny Palacio,0.0
1988,Gary Garber,0.0
1989,Enrique Yepes,0.0
1990,King Gavilan,0.0
1991,Manuel Arnal,0.0
1992,Salvatore Burruni,0.0
1993,Pornchai Poprai-ngam,0.0
1994,Felipe Gonzalez,0.0
1995,Chamaco Castillo,0.0
1996,Ushiwakamaru Harada,0.0
1997,Gustavo Sosa,0.0
1998,Grillito Aguilar,0.0
1999,Julio Guerrero,0.0
2000,Antonio Leal,0.0
2001,Daniel Gutierrez,0.0
2002,Rafael Martinez,0.0
2003,Rafael Macias,0.0
2004,Ernesto Aguilar,0.0
2005,Ramiro Garcia,0.0
2006,Oscar Rivas,0.0
2007,Gerardo Lujano,0.0
2008,German Guzman,0.0
2009,Alfonso Jose Cazares,0.0
2010,Emeterio Campos,0.0
2011,Juan Molina,0.0
2012,Gallito Camacho,0.0
2013,Eduardo Alvarado,0.0
2014,Reynaldo De La Cerda,0.0
2015,Pablo Martinez,0.0
2016,Mateo Jaimes,0.0
2017,Jorge Gomez,0.0
2018,Nemesio Zenil,0.0
2019,Antonio Gallegos,0.0
2020,Torito Silva,0.0
2021,Jeronimo Cisneros,0.0
2022,Freddie Garcia,0.0
2023,Isidro Sotelo,0.0
2024,Serhiy Fedchenko,0.0
2025,Likar Ramos Concha,0.0
2026,Michael Katsidis,0.0
2027,Juan Diaz,0.0
2028,Joel Casamayor,0.0
2029,Rocky Juarez,0.0
2030,Jimrex Jaca,0.0
2031,Terdsak Kokietgym,0.0
2032,Victor Polo,0.0
2033,Derrick Gainer,0.0
2034,Marcos Licona,0.0
2035,Manuel Medina,0.0
2036,Hector Javier Marquez,0.0
2037,Robbie Peden,0.0
2038,Johnny Walker,0.0
2039,Julio Gamboa,0.0
2040,Baby Lorona Jr,0.0
2041,Sean Fletcher,0.0
2042,Daniel Jimenez,0.0
2043,Roque Cassiani,0.0
2044,Remigio Molina,0.0
2045,Wilfredo Vargas,0.0
2046,Jose de Jesus Garcia,0.0
2047,Francisco Arreola,0.0
2048,Enrique Jupiter,0.0
2049,Juan Gerardo Cabrera,0.0
2050,Luis Samudio,0.0
2051,Alfred Kotey,0.0
2052,Vincent Howard,0.0
2053,Catalino Becerra,0.0
2054,Cedric Mingo,0.0
2055,Rodrigo Valenzuela,0.0
2056,Darryl Pinckney,0.0
2057,Freddy Cruz,0.0
2058,Julio Gervacio,0.0
2059,Hector Ulises Chong,0.0
2060,Julian Wheeler,0.0
2061,Miguel Rodriguez,0.0
2062,Julio Cesar Portillo,0.0
2063,Julio Sanchez Leon,0.0
2064,Martin Ochoa,0.0
2065,Jose Luis Montes,0.0
2066,Israel Flores,0.0
2067,Gregorio Silva,0.0
2068,Roman Poblano,0.0
2069,Isaac Cortes,0.0
2070,Javier Quiroz,0.0
2071,Steffen Tangstad,0.0
2072,Jim MacDonald,0.0
2073,David Sears,0.0
2074,Eddie Davis,0.0
2075,Oscar Rivadeneyra,0.0
2076,Johnny Davis,0.0
2077,Jerry Celestine,0.0
2078,Vonzell Johnson,0.0
2079,Eddie Mustafa Muhammad,0.0
2080,Marvin Johnson,0.0
2081,Willie Taylor,0.0
2082,Yaqui Lopez,0.0
2083,David Conteh,0.0
2084,Ramon Ranquello,0.0
2085,Johnny Wilburn,0.0
2086,Marc Hans,0.0
2087,Eddie Phillips,0.0
2088,Gary Summerhays,0.0
2089,Ray Elson,0.0
2090,Jasper Brisbane,0.0
2091,Joe Borden,0.0
2092,Luis Rodriguez,0.0
2093,Eddie Benson,0.0
2094,Horacio Agustin Saldano,0.0
2095,Hedgemon Lewis,0.0
2096,Roger Menetrey,0.0
2097,Edmundo Leite,0.0
2098,Adolph Pruitt,0.0
2099,Ralph Charles,0.0
2100,Esteban Alfredo Osuna,0.0
2101,Jean Josselin,0.0
2102,David Melendez,0.0
2103,Pete Toro,0.0
2104,Fighting Mack,0.0
2105,Fate Davis,0.0
2106,Lennox Beckles,0.0
2107,Des Rea,0.0
2108,Leroy Roberts,0.0
2109,Peter Cobblah,0.0
2110,Herbie Lee,0.0
2111,Mike Cruz,0.0
2112,Charlie Watson,0.0
2113,Johnny DePeiza,0.0
2114,Jimmy Fields,0.0
2115,Humberto Trottman,0.0
2116,Al Grant,0.0
2117,Johnny Santos,0.0
2118,Aldolph Pruitt,0.0
2119,Eddie Perkins,0.0
2120,Giordano Campari,0.0
2121,Alfredo Urbino,0.0
2122,Eduardo Moreno,0.0
2123,Carlos Morocho Hernandez,0.0
2124,Taketeru Yoshimoto,0.0
2125,Francisco Cancio,0.0
2126,Pulga Serrano,0.0
2127,Baby Vasquez,0.0
2128,Raul Soriano,0.0
2129,Baby Gutierrez,0.0
2130,Bobby Cervantes,0.0
2131,Kid Anahuac,0.0
2132,Enrique Camarena,0.0
2133,Rolando Chico Morales,0.0
2134,Guillermo Valdez,0.0
2135,Tony Padron,0.0
2136,Bunny Grant,0.0
2137,Diwaldo Ventosa,0.0
2138,Isaac Espinosa,0.0
2139,Augusto Narvalle,0.0
2140,Cristobal Gonzalez,0.0
2141,Juan Bacallo,0.0
2142,Armando Castillo,0.0
2143,Felix Pomares,0.0
2144,Euripides Guerra,0.0
2145,Julio Rojas,0.0
2146,Mario Salazar,0.0
2147,Mario Gonzalez,0.0
2148,Eladio Santana,0.0
2149,Ivan Samuco,0.0
2150,Lupe Pintor,0.0
2151,Roberto Rubaldino,0.0
2152,Juan Meza,0.0
2153,Raul Silva,0.0
2154,Derrik Holmes,0.0
2155,Eddie Ndukwu,0.0
2156,Ruben Valdez,0.0
2157,Julio Hernandez,0.0
2158,Nelson Cruz Tamariz,0.0
2159,Nestor Carlos Jimenez,0.0
2160,Carlos Zarate,0.0
2161,Leo Cruz,0.0
2162,Sagat Petchyindee,0.0
2163,Raul Tirado,0.0
2164,Yum Dong-kyun,0.0
2165,John Meza,0.0
2166,Jose Murillo Medel,0.0
2167,Tony Rocha,0.0
2168,Alberto Davila,0.0
2169,Sak Lempthong,0.0
2170,Ric Quijano,0.0
2171,Cornell Hall,0.0
2172,Andres Hernandez,0.0
2173,Joe Guevara,0.0
2174,Cleo Garcia,0.0
2175,Jose Jimenez,0.0
2176,Antonio Da Silva,0.0
2177,Jorge Bernal,0.0
2178,Mario Hernandez,0.0
2179,Johnny Copeland,0.0
2180,Junior Varney,0.0
2181,Leo DiFiore,0.0
2182,Ivelaw Eastman,0.0
2183,Terry Rondeau,0.0
2184,Bill Whittenburg,0.0
2185,Jimmy Ligons,0.0
2186,Sugar Ramos,0.0
2187,Johnny Bizzarro,0.0
2188,Dick Divola,0.0
2189,Maurice Cullen,0.0
2190,Pete Acera,0.0
2191,Doug Vaillant,0.0
2192,Kazuo Takayama,0.0
2193,Arthur Persley,0.0
2194,Joe Brown,0.0
2195,Cisco Andrade,0.0
2196,Battling Torres,0.0
2197,Len Matthews,0.0
2198,Joey Lopes,0.0
2199,Tommy Tibbs,0.0
2200,Harry Bell,0.0
2201,Felix Chiocca,0.0
2202,Ike Vaughn,0.0
2203,Bobby Rogers,0.0
2204,Gale Kerwin,0.0
2205,Philip Kim,0.0
2206,Mickey Northrup,0.0
2207,Tommy Salem,0.0
2208,Ray Portilla,0.0
2209,Charley Titone,0.0
2210,Lem Miller,0.0
2211,Al Duarte,0.0
2212,Leroy Graham,0.0
2213,Hector Rodriguez,0.0
2214,Armand Bush,0.0
2215,Tony DeCola,0.0
2216,Jimmy DeMura,0.0
2217,Juan Pacheco,0.0
2218,Danny Roberts,0.0
2219,Morris Hodnett,0.0
2220,Sam Wilson,0.0
2221,Ariel Conde,0.0
2222,Harry Daniels,0.0
2223,Paul Whittaker,0.0
2224,Kevin Moley,0.0
2225,Danny Chapman,0.0
2226,Mauricio Bravo,0.0
2227,Stacy McSwain,0.0
2228,Tony Cerda,0.0
2229,Carlos Santos,0.0
2230,Maurice Hope,0.0
2231,Johnny Turner,0.0
2232,Vernon Lewis,0.0
2233,Ray Chavez Guerrero,0.0
2234,Easy Boy Lake,0.0
2235,Roberto Gonzalez,0.0
2236,Melvin Dennis,0.0
2237,Tony Petronelli,0.0
2238,Omar Ruben Realecio,0.0
2239,Marcelino Alicia,0.0
2240,Young Woodall,0.0
2241,Eyue Jeudy,0.0
2242,Santos Solis,0.0
2243,Wilbur Seales,0.0
2244,Francisco Rodriguez,0.0
2245,Lawrence Hafey,0.0
2246,Terry Summerhays,0.0
2247,Al Hughes,0.0
2248,Carlos Crispin,0.0
2249,Ives St Jean,0.0
2250,Juan Disla,0.0
2251,Victor Mangual,0.0
2252,Roberto Flanders,0.0
2253,Joe York,0.0
2254,Hector Amadis,0.0
2255,Jesse Torres,0.0
2256,Hiram Santiago,0.0
2257,Kim Sung-jun,0.0
2258,Orlando Maldonado,0.0
2259,Antonio Avelar,0.0
2260,Facomron Vibonchai,0.0
2261,Shoji Oguma,0.0
2262,Martin Vargas,0.0
2263,Kimio Furesawa,0.0
2264,Luis Reyes Arnal,0.0
2265,Orlando Javierto,0.0
2266,Susumu Hanagata,0.0
2267,Francisco Marquez,0.0
2268,Jiro Takada,0.0
2269,Lupe Madera,0.0
2270,Ricardo Delgado,0.0
2271,Alberto Morales,0.0
2272,Pablito Jimenez,0.0
2273,Manuel Montiel,0.0
2274,Tony Moreno,0.0
2275,Chamaco Rodriguez,0.0
2276,Luis Enrique Garcia,0.0
2277,Rudy Billones,0.0
2278,Jose Antonio Corral,0.0
2279,Jose Luis Valencia,0.0
2280,Armando Villa,0.0
2281,Jose Vargas,0.0
2282,Rocky Garcia,0.0
2283,Luis Carlos Urrunaga,0.0
2284,Roberto Alvarez,0.0
2285,Domingo Ledezma,0.0
2286,Pedro Lopez,0.0
2287,Mario Garcia,0.0
2288,Gavilan Martinez,0.0
2289,Jose Luis Cetina,0.0
2290,Tigre Bracamonte,0.0
2291,Marcus Gomez,0.0
2292,Francisco Montalvo,0.0
2293,Pedro Martinez,0.0
2294,Jose Medrano,0.0
2295,Arturo Velazquez,0.0
2296,Vicente Pool,0.0
2297,Alex Basilio,0.0
2298,Baby Albornoz,0.0
2299,Rudy Granados,0.0
2300,Al Bolden,0.0
2301,Harold Carter,0.0
2302,Bill Hardney,0.0
2303,Pierre Fourie,0.0
2304,Chris Finnegan,0.0
2305,Mike Quarry,0.0
2306,Brian Kelly,0.0
2307,Tommy Hicks,0.0
2308,Vernon McIntosh,0.0
2309,Hal Carroll,0.0
2310,Mark Tessman,0.0
2311,Levan Roundtree,0.0
2312,Eddie Vick,0.0
2313,Sonny Moore,0.0
2314,Henry Matthews,0.0
2315,Eddie Cotton,0.0
2316,LeRoy Green,0.0
2317,Dave Russell,0.0
2318,Bobby Rascon,0.0
2319,Norman Letcher,0.0
2320,Don Quinn,0.0
2321,Allen Thomas,0.0
2322,Dave Bailey,0.0
2323,Curtis Bruce,0.0
2324,Richard Benjamin,0.0
2325,Bert Whitehurst,0.0
2326,Billy Tisdale,0.0
2327,Clarence Floyd,0.0
2328,Ernie Knox,0.0
2329,Floyd McCoy,0.0
2330,Ray Bryan,0.0
2331,Billy Johnson,0.0
2332,Clarence Ryan,0.0
2333,Duke Williams,0.0
2334,Jose Arias,0.0
2335,Adailton de Jesus,0.0
2336,Freudis Rojas,0.0
2337,Sammy Ventura,0.0
2338,Mzonke Fana,0.0
2339,Paulie Ayala,0.0
2340,Kevin Kelley,0.0
2341,Johnny Tapia,0.0
2342,Enrique Sanchez,0.0
2343,Naseem Hamed,0.0
2344,Jesus Salud,0.0
2345,Jose Luis Valbuena,0.0
2346,Luiz Freitas,0.0
2347,Pastor Humberto Maurin,0.0
2348,Paul Lloyd,0.0
2349,Richie Wenton,0.0
2350,Pedro Javier Torres,0.0
2351,Geronimo Cardoz,0.0
2352,Angel Rosario,0.0
2353,Jesse Magana,0.0
2354,Jesse Benavides,0.0
2355,Kennedy McKinney,0.0
2356,Eddie Croft,0.0
2357,Maui Diaz,0.0
2358,Frank Toledo,0.0
2359,Eddie Cook,0.0
2360,Jesus Sarabia,0.0
2361,Israel Gonzalez Bringas,0.0
2362,Miguel Espinoza,0.0
2363,Carlos Gabriel Salazar,0.0
2364,Justo Zuniga,0.0
2365,Alejandro Sanabria,0.0
2366,Eduardo Ramirez,0.0
2367,Elidio Dominguez,0.0
2368,Noe Santillana,0.0
2369,Facundo Rodriguez,0.0
2370,Ivan Salazar,0.0
2371,Esteban Ayala,0.0
2372,Abner Barajas,0.0
2373,Jose Felix Montiel,0.0
2374,Josefino Suarez,0.0
2375,Miguel Pina,0.0
2376,Javier Diaz,0.0
2377,Sergio Aguila,0.0
2378,Jaime Rojas,0.0
2379,Juan Facundo Lopez,0.0
2380,Abel Hinojosa,0.0
2381,Esteban Rodriguez,0.0
2382,Jose Yanez,0.0
2383,Sebastian Amica,0.0
2384,Federico Lara,0.0
2385,Oscar Granados,0.0
2386,Ignacio Jacome,0.0
2387,David Felix,0.0
2388,Zolani Petelo,0.0
2389,Ratanapol Sor Vorapin,0.0
2390,Will Grigsby,0.0
2391,Alex Sanchez,0.0
2392,Mongkol Charoen,0.0
2393,Myung-Sup Park,0.0
2394,Morgan Ndumo,0.0
2395,Kitichai Preecha,0.0
2396,Edito “Ala” Villamor,0.0
2397,Andy Tabanas,0.0
2398,Yamil Caraballo,0.0
2399,Javier Varguez,0.0
2400,Surachai Saengmorakot,0.0
2401,Kermin Guardia,0.0
2402,Manny Melchor,0.0
2403,Toto Pongsawang,0.0
2404,Saman Sorjaturong,0.0
2405,Kwang-Soo Oh,0.0
2406,Rocky Lin,0.0
2407,Singprasert Kittikasem,0.0
2408,Pretty Boy Lucas,0.0
2409,Kyung-Yun Lee,0.0
2410,Kimio Hirano,0.0
2411,Hideyuki Ohashi,0.0
2412,Francisco Montiel,0.0
2413,Jorge Rivera,0.0
2414,Jose Luis Zepeda,0.0
2415,Raymundo Ricardo Mendoza,0.0
2416,Abel Andres,0.0
2417,Jorge Torres,0.0
2418,Javier Juarez,0.0
2419,Ubaldo Gonzalez,0.0
2420,Ismael Benitez,0.0
2421,Evaristo Morales,0.0
2422,Fermin Rivera,0.0
2423,Javier Alonso,0.0
2424,Alex Mollado,0.0
2425,Herminio Ramirez,0.0
2426,Jorge Flores,0.0
2427,Santiago Huizar,0.0
2428,Reyes Mendez,0.0
2429,Narciso Panchi,0.0
2430,Manuel Martinez,0.0
2431,Javier Dominguez,0.0
2432,Sebastian Reyes,0.0
2433,Antonio Arciniega,0.0
2434,Dave Hilton,0.0
2435,Mike Padgett,0.0
2436,Bobby Cassidy,0.0
2437,J C Ponder,0.0
2438,Baby Boy Rolle,0.0
2439,Joe Cokes,0.0
2440,Porter Rolle,0.0
2441,David Beckles,0.0
2442,Eddie Owens,0.0
2443,Joe Shaw,0.0
2444,Rudy Rodriguez,0.0
2445,Carl Moore,0.0
2446,Candy McFarland,0.0
2447,Phil Robinson,0.0
2448,Jimmy Lester,0.0
2449,Manuel Alvarez,0.0
2450,Juarez de Lima,0.0
2451,Tommy Caldwell,0.0
2452,George Benton,0.0
2453,Joey Limas,0.0
2454,Fred McWilliams,0.0
2455,Joe Louis Murphy,0.0
2456,Cecil Mott,0.0
2457,Johnny Morris,0.0
2458,Jose Assuncao,0.0
2459,Memo Ayon,0.0
2460,Rip Randall,0.0
2461,John Henry Smith,0.0
2462,Jesse Smith,0.0
2463,Holley Mims,0.0
2464,Wilbert McClure,0.0
2465,Joey Giambra,0.0
2466,Mel Collins,0.0
2467,Santiago Gutierrez,0.0
2468,Ernest Burford,0.0
2469,Ricardo Falech,0.0
2470,Luis Federico Thompson,0.0
2471,Guy Sumlin,0.0
2472,Alfredo Cota,0.0
2473,Alvaro Gutierrez,0.0
2474,Johnny Gonsalves,0.0
2475,Lyle Mackin,0.0
2476,Basil Campbell,0.0
2477,Virgil Akins,0.0
2478,Chico Vejar,0.0
2479,Carl Hubbard,0.0
2480,Garnet Hart,0.0
2481,Larry Baker,0.0
2482,Rudell Stitch,0.0
2483,Cecil Shorts,0.0
2484,Joe Miceli,0.0
2485,Juan Padilla,0.0
2486,Charley Scott,0.0
2487,Tony Armenteros,0.0
2488,Rolando Rodriguez,0.0
2489,Guillermo Diaz,0.0
2490,Vicente Reyes,0.0
2491,Pablo Cardenas,0.0
2492,Julian Yanez,0.0
2493,Francisco Lorenzo,0.0
2494,Willie Limond,0.0
2495,Jose Alfaro,0.0
2496,Guty Espadas Jr,0.0
2497,In-Jin Chi,0.0
2498,Rodney Jones,0.0
2499,Mike Juarez,0.0
2500,Wayne McCullough,0.0
2501,Juan Carlos Ramirez,0.0
2502,Angel Chacon,0.0
2503,Jose Luis Bueno,0.0
2504,John Lowey,0.0
2505,Daniel Zaragoza,0.0
2506,Concepcion Velasquez,0.0
2507,Robbie Lovato,0.0
2508,Hector Acero Sanchez,0.0
2509,Lee Cargle,0.0
2510,Rudy Bradley,0.0
2511,Kenny Mitchell,0.0
2512,Enrique Angeles,0.0
2513,Alberto Martinez,0.0
2514,Juan Luis Torres,0.0
2515,Armando Castro,0.0
2516,Ricky Hernandez,0.0
2517,Jose Valdez,0.0
2518,Ramon Magana,0.0
2519,Idelfonso Bernal,0.0
2520,Julio Cesar Cardona,0.0
2521,Isidro Nolasco,0.0
2522,Paul Olvera,0.0
2523,Alfonso Mota,0.0
2524,Jaime Abrica,0.0
2525,Jose Alvarez,0.0
2526,Marco Tovar,0.0
2527,Oscar Maldonado,0.0
2528,Jaime Rodriguez,0.0
2529,Jose Orejel,0.0
2530,Gabriel Ruelas,0.0
2531,Calvin Grove,0.0
2532,Daniyal Mustapha Ennin,0.0
2533,Jim McDonnell,0.0
2534,Sidnei Dal Rovere,0.0
2535,Lupe Suarez,0.0
2536,Marcos Villasana,0.0
2537,Juvenal Ordenes,0.0
2538,Kabiru Akindele,0.0
2539,Alberto Collazo,0.0
2540,Alvin Fowler,0.0
2541,Ricky Wallace,0.0
2542,Irving Mitchell,0.0
2543,Mukaila Bukare,0.0
2544,Charm Chiteule,0.0
2545,Brian Roberts,0.0
2546,Don George,0.0
2547,Aziza Bossou,0.0
2548,Joe Skipper,0.0
2549,David Capo,0.0
2550,Abdul Rahman Optoki,0.0
2551,Henry Saddler,0.0
2552,Nii Nuer,0.0
2553,Billy Kwame,0.0
2554,David Tua,0.0
2555,Michael Grant,0.0
2556,Zeljko Mavrovic,0.0
2557,Henry Akinwande,0.0
2558,Justin Fortune,0.0
2559,Lionel Butler,0.0
2560,Phil Jackson,0.0
2561,Frank Bruno,0.0
2562,Tony Tucker,0.0
2563,Donovan Ruddock,0.0
2564,Mike Dixon,0.0
2565,Derek Williams,0.0
2566,Levi Billups,0.0
2567,Tyrell Biggs,0.0
2568,Glenn McCrory,0.0
2569,Gary Mason,0.0
2570,Jean-Maurice Chanet,0.0
2571,Mike Acey,0.0
2572,Dan Murphy,0.0
2573,Jorge Dascola,0.0
2574,Michael Simuwelu,0.0
2575,Calvin Jones,0.0
2576,Noel Quarless,0.0
2577,Greg Gorrell,0.0
2578,Melvin Epps,0.0
2579,Steve Garber,0.0
2580,Andrew Gerrard,0.0
2581,Bruce Johnson,0.0
2582,Al Malcolm,0.0
2583,Mike Sheppard,0.0
2584,Matt Legg,0.0
2585,Kenny Lemos,0.0
2586,Damon Reed,0.0
2587,Matthew Greer,0.0
2588,Danny Batchelder,0.0
2589,Dominick Guinn,0.0
2590,Rydell Booker,0.0
2591,Vassiliy Jirov,0.0
2592,Jason Robinson,0.0
2593,Michael Rush,0.0
2594,Sione Asipeli,0.0
2595,Wesley Martin,0.0
2596,Courtney Butler,0.0
2597,Terry McGroom,0.0
2598,Ramon Garbey,0.0
2599,Terry Porter,0.0
2600,Steve Little,0.0
2601,Duran Williams,0.0
2602,Charles Oliver,0.0
2603,Richard Mason,0.0
2604,Greg Everett,0.0
2605,Ernest Mateen,0.0
2606,Anthony Hembrick,0.0
2607,Charles Williams,0.0
2608,Vinson Durham,0.0
